Segment,Country,Product,Discount Band, Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales ,COGS,Profit,Date,Month Number,Month Name,Year
Enterprise,Mexico,Velo,High," $1,575.00 ", $120.00 , $125.00 ," $196,875.00 "," $27,562.50 "," $169,312.50 ",189000,-19687.5,2/1/2014,2,February,2014
Government,United States of America,Velo,High, $606.00 , $120.00 , $20.00 ," $12,120.00 "," $1,696.80 "," $10,423.20 ",6060,4363.2,4/1/2014,4,April,2014
Small Business,United States of America,Velo,High," $2,460.00 ", $120.00 , $300.00 ," $738,000.00 "," $103,320.00 "," $634,680.00 ",615000,19680,7/1/2014,7,July,2014
Small Business,Canada,Velo,High, $269.00 , $120.00 , $300.00 ," $80,700.00 "," $11,298.00 "," $69,402.00 ",67250,2152,10/1/2013,10,October,2013
Small Business,Germany,Velo,High," $2,536.00 ", $120.00 , $300.00 ," $760,800.00 "," $106,512.00 "," $654,288.00 ",634000,20288,11/1/2013,11,November,2013
Government,Mexico,VTT,High," $2,903.00 ", $250.00 , $7.00 ," $20,321.00 "," $2,844.94 "," $17,476.06 ",14515,2961.06,3/1/2014,3,March,2014
Small Business,United States of America,VTT,High," $2,541.00 ", $250.00 , $300.00 ," $762,300.00 "," $106,722.00 "," $655,578.00 ",635250,20328,8/1/2014,8,August,2014
Small Business,Canada,VTT,High, $269.00 , $250.00 , $300.00 ," $80,700.00 "," $11,298.00 "," $69,402.00 ",67250,2152,10/1/2013,10,October,2013
Small Business,Canada,VTT,High," $1,496.00 ", $250.00 , $300.00 ," $448,800.00 "," $62,832.00 "," $385,968.00 ",374000,11968,10/1/2014,10,October,2014
Small Business,United States of America,VTT,High," $1,010.00 ", $250.00 , $300.00 ," $303,000.00 "," $42,420.00 "," $260,580.00 ",252500,8080,10/1/2014,10,October,2014
Government,France,VTT,High," $1,281.00 ", $250.00 , $350.00 ," $448,350.00 "," $62,769.00 "," $385,581.00 ",333060,52521,12/1/2013,12,December,2013
Small Business,Canada,Amarilla,High, $888.00 , $260.00 , $300.00 ," $266,400.00 "," $37,296.00 "," $229,104.00 ",222000,7104,3/1/2014,3,March,2014
Enterprise,United States of America,Amarilla,High," $2,844.00 ", $260.00 , $125.00 ," $355,500.00 "," $49,770.00 "," $305,730.00 ",341280,-35550,5/1/2014,5,May,2014
Channel Partners,France,Amarilla,High," $2,475.00 ", $260.00 , $12.00 ," $29,700.00 "," $4,158.00 "," $25,542.00 ",7425,18117,8/1/2014,8,August,2014
Midmarket,Canada,Amarilla,High," $1,743.00 ", $260.00 , $15.00 ," $26,145.00 "," $3,660.30 "," $22,484.70 ",17430,5054.7,10/1/2013,10,October,2013
Channel Partners,United States of America,Amarilla,High," $2,914.00 ", $260.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 ",8742,21330.48,10/1/2014,10,October,2014
Government,France,Amarilla,High," $1,731.00 ", $260.00 , $7.00 ," $12,117.00 "," $1,696.38 "," $10,420.62 ",8655,1765.62,10/1/2014,10,October,2014
Government,Mexico,Amarilla,High," $1,727.00 ", $260.00 , $7.00 ," $12,089.00 "," $1,692.46 "," $10,396.54 ",8635,1761.54,10/1/2013,10,October,2013
Midmarket,Mexico,Amarilla,High," $1,870.00 ", $260.00 , $15.00 ," $28,050.00 "," $3,927.00 "," $24,123.00 ",18700,5423,11/1/2013,11,November,2013
Enterprise,France,Carretera,High," $1,174.00 ", $3.00 , $125.00 ," $146,750.00 "," $22,012.50 "," $124,737.50 ",140880,-16142.5,8/1/2014,8,August,2014
Enterprise,Germany,Carretera,High," $2,767.00 ", $3.00 , $125.00 ," $345,875.00 "," $51,881.25 "," $293,993.75 ",332040,-38046.25,8/1/2014,8,August,2014
Enterprise,Germany,Carretera,High," $1,085.00 ", $3.00 , $125.00 ," $135,625.00 "," $20,343.75 "," $115,281.25 ",130200,-14918.75,10/1/2014,10,October,2014
Small Business,Mexico,Montana,High, $546.00 , $5.00 , $300.00 ," $163,800.00 "," $24,570.00 "," $139,230.00 ",136500,2730,10/1/2014,10,October,2014
Government,Germany,Paseo,High," $1,158.00 ", $10.00 , $20.00 ," $23,160.00 "," $3,474.00 "," $19,686.00 ",11580,8106,3/1/2014,3,March,2014
Midmarket,Canada,Paseo,High," $1,614.00 ", $10.00 , $15.00 ," $24,210.00 "," $3,631.50 "," $20,578.50 ",16140,4438.5,4/1/2014,4,April,2014
Government,Mexico,Paseo,High," $2,535.00 ", $10.00 , $7.00 ," $17,745.00 "," $2,661.75 "," $15,083.25 ",12675,2408.25,4/1/2014,4,April,2014
Government,Mexico,Paseo,High," $2,851.00 ", $10.00 , $350.00 ," $997,850.00 "," $149,677.50 "," $848,172.50 ",741260,106912.5,5/1/2014,5,May,2014
Midmarket,Canada,Paseo,High," $2,559.00 ", $10.00 , $15.00 ," $38,385.00 "," $5,757.75 "," $32,627.25 ",25590,7037.25,8/1/2014,8,August,2014
Government,United States of America,Paseo,High, $267.00 , $10.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 ",2670,1869,10/1/2013,10,October,2013
Enterprise,Germany,Paseo,High," $1,085.00 ", $10.00 , $125.00 ," $135,625.00 "," $20,343.75 "," $115,281.25 ",130200,-14918.75,10/1/2014,10,October,2014
Midmarket,Germany,Paseo,High," $1,175.00 ", $10.00 , $15.00 ," $17,625.00 "," $2,643.75 "," $14,981.25 ",11750,3231.25,10/1/2014,10,October,2014
Government,United States of America,Paseo,High," $2,007.00 ", $10.00 , $350.00 ," $702,450.00 "," $105,367.50 "," $597,082.50 ",521820,75262.5,11/1/2013,11,November,2013
Government,Mexico,Paseo,High," $2,151.00 ", $10.00 , $350.00 ," $752,850.00 "," $112,927.50 "," $639,922.50 ",559260,80662.5,11/1/2013,11,November,2013
Channel Partners,United States of America,Paseo,High, $914.00 , $10.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 ",2742,6580.8,12/1/2014,12,December,2014
Government,France,Paseo,High, $293.00 , $10.00 , $20.00 ," $5,860.00 ", $879.00 ," $4,981.00 ",2930,2051,12/1/2014,12,December,2014
Channel Partners,Mexico,Velo,High, $500.00 , $120.00 , $12.00 ," $6,000.00 ", $900.00 ," $5,100.00 ",1500,3600,3/1/2014,3,March,2014
Midmarket,France,Velo,High," $2,826.00 ", $120.00 , $15.00 ," $42,390.00 "," $6,358.50 "," $36,031.50 ",28260,7771.5,5/1/2014,5,May,2014
Enterprise,France,Velo,High, $663.00 , $120.00 , $125.00 ," $82,875.00 "," $12,431.25 "," $70,443.75 ",79560,-9116.25,9/1/2014,9,September,2014
Small Business,United States of America,Velo,High," $2,574.00 ", $120.00 , $300.00 ," $772,200.00 "," $115,830.00 "," $656,370.00 ",643500,12870,11/1/2013,11,November,2013
Enterprise,United States of America,Velo,High," $2,438.00 ", $120.00 , $125.00 ," $304,750.00 "," $45,712.50 "," $259,037.50 ",292560,-33522.5,12/1/2013,12,December,2013
Channel Partners,United States of America,Velo,High, $914.00 , $120.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 ",2742,6580.8,12/1/2014,12,December,2014
Government,Canada,VTT,High, $865.50 , $250.00 , $20.00 ," $17,310.00 "," $2,596.50 "," $14,713.50 ",8655,6058.5,7/1/2014,7,July,2014
Midmarket,Germany,VTT,High, $492.00 , $250.00 , $15.00 ," $7,380.00 "," $1,107.00 "," $6,273.00 ",4920,1353,7/1/2014,7,July,2014
Government,United States of America,VTT,High, $267.00 , $250.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 ",2670,1869,10/1/2013,10,October,2013
Midmarket,Germany,VTT,High," $1,175.00 ", $250.00 , $15.00 ," $17,625.00 "," $2,643.75 "," $14,981.25 ",11750,3231.25,10/1/2014,10,October,2014
Enterprise,Canada,VTT,High," $2,954.00 ", $250.00 , $125.00 ," $369,250.00 "," $55,387.50 "," $313,862.50 ",354480,-40617.5,11/1/2013,11,November,2013
Enterprise,Germany,VTT,High, $552.00 , $250.00 , $125.00 ," $69,000.00 "," $10,350.00 "," $58,650.00 ",66240,-7590,11/1/2014,11,November,2014
Government,France,VTT,High, $293.00 , $250.00 , $20.00 ," $5,860.00 ", $879.00 ," $4,981.00 ",2930,2051,12/1/2014,12,December,2014
Small Business,France,Amarilla,High," $2,475.00 ", $260.00 , $300.00 ," $742,500.00 "," $111,375.00 "," $631,125.00 ",618750,12375,3/1/2014,3,March,2014
Small Business,Mexico,Amarilla,High, $546.00 , $260.00 , $300.00 ," $163,800.00 "," $24,570.00 "," $139,230.00 ",136500,2730,10/1/2014,10,October,2014
Government,Mexico,Montana,High," $1,368.00 ", $5.00 , $7.00 ," $9,576.00 "," $1,436.40 "," $8,139.60 ",6840,1299.6,2/1/2014,2,February,2014
Government,Canada,Paseo,High, $723.00 , $10.00 , $7.00 ," $5,061.00 ", $759.15 ," $4,301.85 ",3615,686.85,4/1/2014,4,April,2014
Channel Partners,United States of America,VTT,High," $1,806.00 ", $250.00 , $12.00 ," $21,672.00 "," $3,250.80 "," $18,421.20 ",5418,13003.2,5/1/2014,5,May,2014
